character,gender,id,name
Walter's Guard (uncredited),0,1744078,Sonu Louis
VIP Guest (uncredited),1,1744079,Nada Maache
Tech Crowd (uncredited),0,1744082,João Magalhães
Police Officer (uncredited),1,1744085,Teresa Mahoney
Macau Gangster (uncredited),0,1744087,Sid Man
New Yorker (uncredited),1,1462431,Rita McDonald Damper
New York State Cop (uncredited),0,1744091,Anthony Milton
Chinese Lady (uncredited),1,1363053,Shina Shihoko Nagai
Market Customer (uncredited),0,1744097,Jason Nicholls
New Year's Eve Reveller (uncredited),0,1744098,Kapish OJO
Chinese Gang Member (uncredited),2,1522262,Tatsujiro Oto
New Year's Eve Reveller (uncredited),1,1509637,Gloria Peñaranda
Prison Guard (uncredited),0,1744103,Boyd Rogers
Inspired Onlooker (uncredited),0,1744105,Aaron Sequerah
New Year's Eve Reveller (uncredited),1,1744106,Vinita Sharma
Girl (uncredited),1,1744109,Conny Stadler
New Year's Eve Reveller (uncredited),0,1744117,A.k. Steppa
American Bar Drinker (uncredited),0,1485460,Vince Taylor
Uniformed Police Officer (uncredited),1,1744120,Nadia Townsend
New Year's Eve crowd (uncredited),0,1744124,Maureen Warrington
80s Flashback Audience (uncredited),1,1739873,Jo Wheatley
New Year's Eve Reveller (uncredited),0,1744125,Arthur Wilde
Tech Crowd (uncredited),1,1264641,Evie Wray
New Year's Eve Reveller (uncredited),0,1651386,Miroslav Zaruba
New Year's Eve Reveller (uncredited),1,1663424,Tatiana Zarubova
President Karpov,2,19301,Yevgeni Lazarev
Frankie,1,146399,Irina Apeksimova
General Sklarov,0,90356,Lev Prygunov
Inspector Rabineau,1,87416,Charlotte Cornwell
Russian Prostitute,1,955006,Lucija Serbedzija
Scratchface,0,1079977,Egor Pazenko
Young Simon Templar,2,1810376,Adam Smith
Catholic Priest,2,188468,Pat Laffan
Agnes,0,1079978,Verity-Jane Dearsley
Boy in Orphanage,0,1079979,Michael Marquez
TV Reporter,1,7032,Lorelei King
Old Russian Lady,0,238702,Alla Kazanskaya
Old Russian Man,0,1079980,Ronnie Letham
Prostitute's Mother,0,70883,Tusse Silberg
Frankie's Curator,2,27172,Peter Guinness
President's Aide,0,79954,Stefan Gryff
Russian Doctor,2,166258,Malcolm Tierney
,2,116126,Christopher Rozycki
Ilya Tretiak,2,128719,Valeriy Nikolaev
Elizabeth Hadley,0,2462,Catherine McCormack
Charles Harker,2,8435,Stephen Dillane
Dr. William Byars,2,17353,Matthew Marsh
Vincent Vy Ngo,2,17355,Michael Paul Chan
CIA Director Cy Wilson,2,17356,Garrick Hagon
Andrew Unger,2,17357,Andrew Grainger
Anne Cathcart,1,44079,Charlotte Rampling
Phil Ohlmyer,2,3035,Jerry O'Connell
Sergei Kirov,2,12978,Peter Outerbridge
Nicholas Willis,2,21213,Kavan Smith
Reene Cote,1,21214,Jill Teed
Debra Graham,1,21215,Elise Neal
Maggie McConnell,1,21216,Kim Delaney
NASA Wife,1,1234925,Freda Perry
NASA Wife,1,20188,Lynda Boyd
NASA Wife,1,175221,Patricia Harras
Bobby Graham,2,55426,Robert Bailey Jr.
Child at Party,1,74365,Britt McKillip
Marcel (voice),2,62067,Carlos Ponce
Galatea,1,23504,Kiersten Warren
Lloyd Charney,0,11367,Bradley Whitford
'Miss' Grace Martin - Age 9,1,90423,Lindze Letherman
'Miss' Grace Martin,0,156933,Angela Landis
Lloyd Charney - Age 10,2,981910,Igor Hiller
Robot Delivery Man #1,0,548090,Joe Bellan
Robot Delivery Man #2,0,60081,Brett Wagner
Little Miss Amanda Martin - Age 7,1,15674,Hallie Kate Eisenberg
Kelly Roark,1,12930,Gaby Hoffmann
Medic,0,197872,Joshua Fardon
Dr. Jaye Calder,1,56485,Jacqueline Kim
Stan Olber,2,3911,John Carroll Lynch
Kevin,2,59300,Marcello Thedford
L.A. Fire Chief,2,152339,Bert Kramer
Bud McVie,2,158012,Bo Eason
Terry Jasper,0,1188456,James MacDonald
Roger Lapher,2,87108,Dayton Callie
O.E.M. Staffer #5,0,1357100,Phil Nee
Sheila O'Meara,1,8985,Margaret Colin
Edwin Diaz,2,2049,Rubén Blades
Billy Burke,2,4515,Treat Williams
Peter Fitzsimmons,2,38337,George Hearn
Chief Jim Kelly,2,14312,Mitchell Ryan
Megan Doherty,1,11317,Natascha McElhone
Sean Phelan,2,38339,Paul Ronan
Harry Sloan,2,37891,Simon Jones
Morgan O'Meara,0,38338,Ashley Carin
Annie O'Meara,0,1533391,Kelly Singer
Dessie,0,73287,David Wilmot
Kevin,2,78597,Rob McElhenney
Marshal Zelentsov,2,14324,Joss Ackland
Partonov,2,27659,Tim Woodward
Konstantin,2,55581,George Anton
Anatoly,0,55582,James Francis Ginty
Gorelov,2,55584,Ingvar Eggert Sigurðsson
Vasily,0,55586,Sam Redford
Kuryshev,2,55587,Peter Stebbings
Lapinsh,2,55588,Roman Podhora
Leonid,2,55589,Shaun Benson
Sergei,2,29878,Dmitry Chepovetsky
Kiklidze,2,32204,Christopher Redman
Maxim,2,55591,Tygh Runyan
Danya Yashin,0,1399074,Peter Graham
Stepan,2,55593,Shawn Mathieson
Grigori,2,54414,Jacob Pitts
Oleg,0,55594,Christopher Routh
Dr. Gavril,0,55595,Lubomir Mykytiuk
Suslov,2,41742,Ravil Isyanov
Anton,2,557840,Kristen Holden-Ried
Valeria,1,45378,Sandahl Bergman
The Witch,1,98473,Cassandra Gava
Rexor,2,100563,Ben Davidson
Subotai,2,4330,Gerry Lopez
The Princess,0,100564,Valérie Quennessen
Conan's Father,2,98102,William Smith
Red Hair,2,30963,Luis Barboo
Pictish Scout,2,35710,Franco Columbu
Conan's Mother,1,100565,Nadiuska
Priest,2,8927,Jack Taylor
Slave Girl,1,100566,Pilar Alcón
Young Conan,2,145414,Jorge Sanz
Max Baer,2,14886,Craig Bierko
Ford Bond,2,5922,David Huband
Jay Braddock,2,14889,Connor Price
Rosemarie Braddock,1,14890,Ariel Waller
Howard Braddock,2,14891,Patrick Louis
Sara Wilson,1,14892,Rosemarie DeWitt
Lucille Gould,1,14893,Linda Kash
Sporty Lewis,2,14902,Nicholas Campbell
Jake,2,14903,Gene Pyrz
Father Rorick,2,14905,Chuck Shamata
Official - Griffin / Baer Fight,0,129466,James Ritz
Referee McAvoy,2,65808,Fulvio Cecere
Ancil Hoffman,0,1226313,Ken James
Lewis Coach,0,1225377,Rufus Crawford
Braddock Cornerman,0,1336359,Wayne Gordon
Frankie Campbell,0,40693,Stuart Clark
Announcer - Lasky,2,94833,Eric Fink
Young Reporter,2,54193,Sergio Di Zio
Reporter,2,20196,Boyd Banks
Reporter,2,10210,Daniel Kash
Reporter,2,174580,Judah Katz
Reporter,0,285269,Angelo Tsarouchas
Reporter,0,1496026,Robert Smith
1928 Fan,2,56262,Aaron Abrams
1935 Fan,0,199849,Duff MacDonald
1935 Fan,0,1327918,Christopher Crumb
Quincy,2,234,Gerry Quigley
Electric Man,2,229,Peter MacNeill
Promoter,0,1214322,Darrin Brown
Dock Worker,2,20178,James Kirchner
Relief Office Woman,1,83027,Nola Augustson
Waiter,0,219630,Gino Marrocco
Church Man,0,1205726,Alec Stockwell
Church Old Man,0,1378909,Chick Roberts
Church Girl,0,188623,Isabella Fink
Sam,2,42308,Beau Starr
Radio Commentator,2,166529,Philip Craig
Hooverville Cop,0,201811,R.D. Reid
Hooverville Man,2,472349,Michael Dyson
Gibson,0,138877,Sam Malkin
Sam Penny,2,5927,Tony Munch
Limo Driver,2,27586,Conrad Bergschneider
Announcer - Griffith,0,186539,Richard Binsley
Flapper Girl,0,219393,Ramona Pringle
Deserting Father,0,166488,Alon Nashman
Junket,0,116081,Dominic Cuzzocrea
Security Guard,2,216758,Neil Foster
Cop,2,8362,Brian Jagersky
Fight Promoter,0,83025,Tim Eddis
Fluzy (uncredited),1,64308,Krysta Carter
Ringside Fan (uncredited),0,1053296,Rick Cordeiro
1935 Fan (uncredited),1,1444763,Riva Di Paola
Ring Photographer (uncredited),2,1126804,Andrew Priestman
Hooverville Man (uncredited),0,112652,Michael Stevens
Cop In Ring (uncredited),2,955655,Egidio Tari
Father,2,20766,Richard E. Grant
Mother / The Snow Fairy,1,567787,Yuliya Vysotskaya
Dr. Freud,0,1815738,Richard Philipps
Dr. Freud's Niece,1,143548,Fernanda Dorogi
Narrator,2,37332,David McCullough
George Woolf,2,38272,Gary L. Stevens
Dutch Doogan,2,22251,Royce D. Applegate
Samuel D. Riddle,2,8692,Eddie Jones
Charley Kurtsinger,0,38273,Chris McCarron
Male Mariachi Band,0,1845370,Jesse Hernandez
Dr. Jo Harding,1,9994,Helen Hunt
Dr. Melissa Reeves,1,9995,Jami Gertz
Robert 'Rabbit' Nurick,2,2394,Alan Ruck
Jason 'Preacher' Rowe,2,9997,Scott Thomson
Tim 'Beltzer' Lewis,2,5010,Todd Field
Haynes,0,9999,Wendle Josepher
Laurence,2,4654,Jeremy Davies
Jo Harding age 6,1,57674,Alexa PenaVega
Ramon,0,11892,Paul Sanchez
Bettina Peterson,1,55433,Lari White
Fyodor,0,55434,Leonid Citer
Dick Peterson,2,55435,David Allen Brooks
Nicolai,0,55436,Semion Sudarikov
Yuri,2,55437,Peter von Berg
Lev,0,55438,Dmitri S. Boudrine
Stan,2,12538,Nick Searcy
Pilot Jack,2,1007561,Michael Forest
Lauren Madden,1,51537,Lauren Birkell
Gloria (voice),1,328,Brittany Murphy
Seymour (voice),2,59785,Fat Joe
Baby Gloria (voice),1,59786,Alyssa Shafer
Baby Seymour (voice),0,53211,Cesar Flores
Vinnie (voice),0,59787,Mark Klastorin
Frankie (voice),2,59788,Michael Cornacchia
Marie Helene Kreutz,1,679,Franka Potente
Danny Zorn,2,32458,Gabriel Mann
Teddy,2,60118,John Bedford Lloyd
Kurt,2,166654,Ethan Sandler
Yuri Gretkov,2,10841,Karel Roden
Irena Neski,1,77667,Oksana Akinshina
Vladimir Neski,2,13737,Yevgeni Sitokhin
Mrs. Neski,0,1098275,Marina Weis
Vic,2,87019,Sean Smith
Ivan,2,43456,Maxim Kovalevski
Jack Weller,2,25600,Patrick Crowley
Jarhead,2,1099879,Jon Collin Barclay
Jarhead,0,1780360,Sam Brown
Jarhead,2,167384,Shane Sinutko
CIA Techie,0,1780361,Barnaby Smith
Waitress,0,49485,Dominique Chiout
Night Clerk,0,6644,Wanja Mues
Moscow Taxi Driver,0,1780362,Aleksey Shmarinov
Suspicious Cop,0,1391450,Stephan Wolf-Schönburg
Market Security Guard,0,1780363,Olov Ludwig
Mr. Mohan,0,1780364,Keshav Nadkarni
Neski Neighbor,0,1257228,Violetta Gräfin Tarnowska Bronner
Young Cop,0,1780365,Aleksey Medvedev
2nd Cop,0,1780366,Aleksandr Dubina
2nd Taxi Driver,2,1608682,Aleksandr Boev
Immigration Officer,0,1138032,Claudio Maniscalco
Doorman,0,1780367,Manfred Witt
Vodka Police Passenger,0,1780368,Aleksey Trotsenko
Mercedes Driver,0,1780369,Victoria Unikel
Mercedes Passenger,0,1343406,Oksana Semenova
Volga Taxi Owner,0,1780370,Vitaliy Abdulov
Berlin Taxi Driver,0,1169507,Dirk Schoedon
Moscow Policeman,0,223907,Denis Burgazliev
Delta C.O.,0,1329649,Nick Wilder
Alice Marshall,1,84093,Liesel Matthews
Chief of Staff Lloyd 'Shep' Shepherd,2,925,Paul Guilfoyle
Defense Secretary Walter Dean,2,923,Dean Stockwell
Deputy Press Secretary Melanie Mitchel,1,65740,Donna Bullock
Colonel Axelrod,0,155841,Michael Ray Miller
Lt. Colonel Ingraham,2,157140,Carl Weintraub
AFO Navigator,0,1080064,Elester Latham
Sergei Lenski,2,27037,Levan Uchaneishvili
Igor Nevsky,2,37205,David Vadim
Major Perkins,0,936505,Chris Howell
White House Comm. Officer,2,13310,Willard E. Pugh
Assistant Press Secretary,0,53249,Michael Monks
Steward Joey,0,187683,Fenton Lawless
Notre Dame Aide,2,2550,Dan Shor
Agent Johnson,2,66994,David Gianopoulos
Chief Mechanic,0,6580,Brian Libby
Switchboard Operator,1,157986,Diana Bellamy
Reporter #1,2,173756,E.E. Bell
MiG Leader,0,237370,Boris Lee Krutonog
Head Goon,0,240770,Scott Beringer
Boxing Spectator,2,14731,Henry Silva
Holly,1,26469,Holly Marie Combs
Vault-Bombing Thief,2,1884,Steven Soderbergh
Flashback Security Guard,2,1402117,Kerry Rossall
Security Officer #1,0,235346,Rusty Meyers
Shane West (uncredited),2,81295,Shane West
Billy Tim Denham,0,96901,Joe La Due
King Louis XIII of France,2,1014931,Freddie Fox
Constance,1,1014932,Gabriella Wilde
D'Artagnan's Father,2,974,Dexter Fletcher
Venetian Nobleman,0,114034,Christian Oliver
Mavis (voice),1,77948,Selena Gomez
Eunice (voice),1,53122,Fran Drescher
Murray the Mummy (voice),2,458843,Cee Lo Green
Dracula (German voice),2,37034,Rick Kavanian
Jonathan (German voice),2,25409,Elyas M’Barek
Mavis (German voice),1,25401,Josefine Preuß
Pilot (voice),0,1230389,Brian Stack
Fly (voice),0,51382,Chris Parnell
Zombie / Hydra (voice),0,1529934,Paul Brittain
Hairy Monster / Hydra (voice),0,1237236,Brian McCann
Gremlin Man / Hydra (voice),0,1526129,Jonny Solomon
Shrunken Head / Hydra (voice),0,1218308,Jim Wise
Foreman (voice),0,587698,James C.J. Williams
Morgan Philip,1,38192,Rachel Covey
Pip in Andalasia,2,34982,Jeff Bennett
Pip in New York,2,15775,Kevin Lima
Rapunzel,0,42914,Emma Rose Lima
Bunny,1,42915,Teala Dunn
Singlass Street Vendor,0,1209404,Courtney Williams
Grumpy,0,1279550,William Huntley
Ana Moreau,1,453272,Nora Arnezeder
Vargas,2,57012,Fares Fares
CIA Analyst,0,936402,Jenna Dover
CIA Analyst,0,936403,Stephen Rider
CIA Analyst,0,936404,Daniel Fox
CIA Analyst,1,10580,Tracie Thoms
Hostess,0,37769,Tanit Phoenix
Chloe Simon,1,65535,Alice Evans
Alonzo,2,41043,Tim McInnerny
Odessa Montero,1,109560,Gabourey Sidibe
Lester,2,196179,Stephen Henderson
Miss Iovenko,1,971329,Nina Arianda
Rose,1,14548,Marcia Jean Kurtz
Manuel,0,116714,Juan Carlos Hernández
Special Agent Danszk,2,28101,Harry O'Reilly
"Marty Klein, Esq.",2,159828,Peter Van Wagner
Judge Ramos,2,59874,Robert Downey Sr.
Radio Host (voice),0,1129796,Lynne Rossetto Kasper
Mr. Hightower's Mistress,1,974317,Kate Upton
Sasha,1,130782,Jessica Szohr
Rita,1,1671410,Judianny Compres
Maid,0,1566756,Veronika Korvin
Huang's Wife,0,1566757,Julie T. Pham
Huang's Son,2,1671557,Bojun Wang
Kid in Lobby,0,1430902,Spencer Malnik
Kid in Lobby,2,1671390,Nathan Asher Malnik
Kid in Lobby,2,1671404,Jarod Malnik
Victoria's Secret Saleswoman,0,1460305,Christina Jacquelyn Calph
Swarovski Jewelry Salesman,2,1671574,Kevin Pariseau
Modell's Sneaker Salesman,2,972079,Desmin Borges
Tower Security,2,1671416,Omar Nicodemo
Tower Security Officer,0,1334324,Brian Distance
Tower Security Officer,2,1671422,Village
Tower Security Officer,2,1671427,Les Papp II
Doorman,0,1558743,Christopher Rivaro
Court House Guard,2,18795,Heavy D
Arresting Special Agent,2,1570353,Paul Hickert
Arresting Special Agent,2,1671456,Christopher Breslin
Shaw's Prison Guard,2,1671499,Ted Lochwyn
Delivery Man,2,1065863,Troy Hall
Mr. Newhouse's Wife,1,1671554,Juanita Howard
TV News Reporter,1,1671573,Monika Plocienniczak
Josh's Prison Guard,2,1671575,Bob Roseman
Student (uncredited),1,1671576,Alix Cross
Tower Guest (uncredited),1,1499805,Skyler Wright
Arthur Abbott,2,3265,Eli Wallach
Ethan,2,12833,Edward Burns
Sophia,1,17691,Miffy Englefield
Olivia,1,17692,Emma Pritchard
Hannah,0,17693,Sarah Parish
Maggie,1,27855,Shannyn Sossamon
Ernie,2,17695,Bill Macy
Kissing Couple,2,41297,Alex O'Loughlin
Marta,1,1775990,Lydia Blanco Garza
Herself,1,49265,Lindsay Lohan
"Edward ""Brill"" Lyle",2,193,Gene Hackman
Carla Dean,1,9788,Regina King
Rachel Banks,1,3232,Lisa Bonet
Eric Dean,2,58147,Jascha Washington
Congressman Sam Albert,2,14344,Stuart Wilson
Emily Reynolds,1,134531,Anna Gunn
Loren Hicks,2,11628,Loren Dean
Shaffer,2,76470,Dan Butler
Congressman Phillip Hammersley (uncredited),2,4765,Jason Robards
Attorney Brian Blake (uncredited),2,28004,Brian Markinson
Tunnel Technician,2,1115118,Tom Quinn
Field Reporter,1,1629923,Brenna McDonough
Dylan,0,1507100,Bobby Boriello
Mike - Law Firm,0,1354153,Carl Mergenthaler
Jenny,0,52925,Donna W. Scott
Hotel Desk Clerk,0,1139954,Allison Sie
Young Worker,2,17917,Lillo Brancato
Older Worker #1,2,31007,John Capodice
Frankie,2,28033,Arthur J. Nascarella
Bartender,0,1216752,Frank Medrano
Tunnel Maintenance Worker,2,205164,Lennox Brown
Mrs. Wu,0,1395918,Nancy Yee
Paramedic,0,46084,Christopher Lawrence
Trisha,1,12931,Rita Wilson
Diane,0,104998,Alexandra Wentworth
Luke Adler,2,35236,Hunter Parrish
Gabby Adler,1,35028,Zoe Kazan
Lauren Adler,1,211993,Caitlin Fitzgerald
Sally,1,4496,Nora Dunn
Ted,2,27545,Bruce Altman
Dr. Moss,2,105641,James Patrick Stuart
Dr. Allen,2,62597,Peter MacKenzie
Oliver,0,1800985,Sean Hamrin
Waitress,1,1223878,Emily Kinney
Reynaldo,2,6321,Valente Rodriguez
Melanie,1,1100549,Marina Squerciati
Woman at Fertility Clinic,1,644,Blanchard Ryan
Woman at Fertility Clinic,1,130513,Geneva Carr
Woman at Bar,0,1099510,Jennifer Restivo
Woman at Bar,1,131361,Dana Power
Willie Banks,2,1158,Al Pacino
Abigail Sponder,1,6913,Ellen Barkin
FBI Agent,2,16302,Bob Einstein
Céline Dion,1,16303,Céline Dion
Cocktail Waitress,0,1115997,Nancy Stelle
Agent Caldwell's 'Deputy',0,1212249,Tim Conlon
V.U.P.,2,19839,David Paymer
Gerard - Ortega,2,60573,Angel Oquendo
High Roller (uncredited),1,843374,Kari Hawker-Diaz
Cocktail Waitress,1,1763429,Amber Hay
Elliot (voice),2,18976,Ashton Kutcher
Beth (voice),1,23959,Debra Messing
Bobbie (voice),1,52697,Georgia Engel
Gordy (voice),2,37430,Gordon Tootoosis
Rosie (voice),1,52698,Nika Futterman
Hunter (voice),2,10489,Jack McGee
Maria (voice),1,52700,Michelle Murdocca
O'Toole (voice),0,52701,Fergal Reilly
Amanda (Voice),1,1226913,Jackie Harris
Al,0,1193606,Christian Madsen
Molly Atwood,0,1352383,Amy Newbold
Sam Robertson,0,1456341,Parker Mack
Erudite Teacher,0,132221,Janet Ulrich Brooks
Dauntless Patrol #4,0,1557161,Yasmine Aker
Abnegation Child (uncredited),0,1570273,Jaiden Hidalgo
Mother Filipov,1,10627,Eva Mattes
Sacha Filipov,2,12764,Gabriel Thomson
General Paulus,2,4534,Matthias Habich
Young Vassili Zaitsev,2,12765,Alexander Schwan
Comrade in Train,0,12766,Lenn Kudrjawizki
Russian NCO,0,12767,Gennadi Vengerov
Political Officer,0,12768,Dan van Husen
Ludmilla,1,15122,Sophie Rois
Grandfather,0,1445335,Mikhail Matveev
Walker,2,131725,William Lucking
Swenson,2,1815341,Stuart F. Wilson
Head Indian Tracker,0,179882,Toby Holguin
Martin,0,1562258,Paul S. Power
Mullaire,0,1815342,Chuck Norman
Coggeshall,2,159482,John Duff
Rudy,0,1815343,Price Jackson
Paymaster,0,1815344,Anthony Diaz-Perez
John Practice,2,1164,F. Murray Abraham
Frank,2,40176,Art Carney
Lieutenant Dekker,2,1735,Frank McRae
Ripper / Tommy Noonan,2,119232,Tom Noonan
Tony Vivaldi,2,5401,Anthony Quinn
Irene Madigan,1,2167,Mercedes Ruehl
Danny Madigan,2,58119,Austin O'Brien
Nick,2,10360,Robert Prosky
Herself,1,44051,Leeza Gibbons
The Mayor,1,1459,Tina Turner
Whitney/Meredith,0,20751,Bridgette Wilson
Torelli,2,3172,Michael V. Gazzo
Chevy Chase,2,54812,Chevy Chase
James Belushi,2,26485,Jim Belushi
Hatsumomo,1,643,Gong Li
Chiyo,1,19855,Suzuka Ohgo
Izuko,0,19856,Navia Nguyen
Nobu,2,18056,Koji Yakusho
Mother,1,19857,Kaori Momoi
Young Pumpkin,1,19858,Zoe Weizenbaum
Lieutenant Hutchins,2,17342,Paul Adelstein
Satsu,0,19859,Samantha Futerman
Korin,1,113948,Eugenia Yuan
Morimoto,2,24200,Leonardo Nam
Major Boswell,2,80978,Brian Goodman
Clay,2,52477,Zachery Ty Bryan
Cindy (Clay's Girlfriend),1,88677,Nikki Griffin
Earl,0,162367,Jason Tobin
Reiko,1,120923,Keiko Kitagawa
Uncle Kamata,2,2537,Sonny Chiba
High School Security Guard,0,1670874,Damien Marzett
American Math Teacher,0,60390,Trula M. Marcus
Clay's Buddy,0,1450799,Brandon Brendel
Clay's Buddy,2,183066,Daniel Booko
Clay's Buddy,2,59012,David V. Thomas
Cheerleader,0,1670875,Ashika Gogna
Chubby Hispanic Kid,0,1670876,Christian Salazar
Auto Shop Bully,0,1670877,Kevin Caira
Auto Shop Bully,0,1670878,Julius Trey Sanford
Auto Shop Bully,0,1670879,Danny Ray McDonald II
Police Officer,0,1670880,Joseph Crumpton
Woman at Boswell's Apt.,1,592147,Yoko Maki
Math Teacher,0,1089940,Rie Shibata
Toshi at Underground Garage,0,1670886,Toshi Hayama
DJ Atley,0,1670887,Atley Siauw
Tea Hair,0,226738,Kazuki Namioka
Tea Hair,0,1670888,Hiroshi Hatayama
Cowgirl at Starting Line,0,564615,Kaila Yu
Cowgirl at Starting Line,0,1232381,Aiko Tanaka
Exceedingly Handsome Guy,2,80108,Satoshi Tsumabuki
Paw Man,0,1670890,Konishiki
Russian Model,1,213359,Silvia Šuvadová
Old Fisherman,0,1255132,Keiichi Tsuchiya
Old Fisherman,0,132118,Kazutoshi Wadakura
Jimmy,0,1670892,Jimmy Lin
Beautiful Girl in Skyline,0,1670893,Verena Mei
Beautiful Girl in Skyline,0,1670894,Mari Jaramillo
Bo-Peep Girl,0,1024388,Shôko Nakagawa
Bo-Peep Girl,0,1670895,Mikiko Yano
Neela's Friend,0,1670896,Wendy Watanabe
Neela's Friend,0,1670897,Tina Tsunoda
Pinkie (Yakuza),0,62766,Koji Kataoka
Yakuza Man,0,1670898,Stuart Yee
Yakuza Man,0,1007674,Mitsuki Koga
Yakuza Man,0,1670899,Hidesuke Motoki
Model (uncredited),1,1586675,Britten Kelley
Bully (uncredited),2,201914,Kevin Ryan
Alden,2,1000089,Alden Ray
Peter (voice),2,92574,Marc Wootton
Chief De Silva (voice),1,52605,Eva Longoria
Gwen (voice),1,224878,Ramona Marquez
Ernie Clicker (voice),2,383,Michael Palin
Lead Elf  #3 (voice),2,145997,Sanjeev Bhaskar
Lead Elf #5 (voice),2,82666,Rhys Darby
Lead Elf #6 (voice),1,34902,Jane Horrocks
Lead Elf #7 (voice),2,1048868,Iain McKee
Elf (voice),2,6732,Peter Baynham
Elf (voice),2,94751,Stewart Lee
Elf (voice),0,115787,Danny John-Jules
Elf (voice),2,98106,Rich Fulcher
Elf (voice),0,1213320,Kevin Cecil
Elf (voice),1,37050,Emma Kennedy
Elf (voice),0,208113,Sarah Smith
Elf (voice),0,1723939,Pete Jack
Elf (voice),0,1454715,Seamus Malone
Elf (voice),0,1046494,Kris Pearn
Elf (voice),0,1457505,Alan Short
Elf (voice),0,1222074,Adam Tandy
Elf (voice),1,199085,Seeta Indrani
French Boy (voice),0,1723941,Finlay Duff
Pedro (voice),0,1723940,Ryan Patrick Donahoe
Idaho Man (voice),0,131512,Rich Hall
Reporter (voice),0,1723942,Donnie Long
N.O.R.A.D (voice),2,61113,Jerry Lambert
General (voice),2,2065,David Schneider
General (voice),1,135420,Deborah Findlay
UNFITA OPS (voice),0,1233367,Ian Ashpitel
UNFITA OPS (voice),0,1836,Julia Davis
UNFITA OPS (voice),2,101034,Kerry Shale
Additional Voices,1,120931,Tamsin Greig
Additional Voices,0,89706,Alistair McGowan
Susan Parrish,1,4174,Claire Forlani
Allison Parrish,1,4726,Marcia Gay Harden
Eddie Sloane,2,4192,David S. Howard
Jamaican Woman,1,4193,Lois Kelly-Miller
Jamaican Woman's Daughter,0,4194,Jahnni St. John
The Parrish's Butler,0,4195,Richard Clarke
Helen,1,35515,June Squibb
